0 TextAsset Base
 1 string m_Name = "逆転アルちゃんダイアログ-法廷1"
 1 string m_Script = "﻿ID,キャラクター,所属,セリフ <se:効果音名>　<speed:>=タイプ速度(デフォ0.08)　<t秒数>=一時停止　<effect1>=フラッシュ　<effect2>=揺れ大　<effect3>=揺れ小　<color:#RRGGBB>=赤色　<center></center>=中央揃え,背景,キャラ画像,BGM,表情アニメ,フキダシ他 1=異議あり青　2=異議ありピンク　3=待った青　4=待ったピンク　5=くらいなさい　6=強制突き付けモード　7=驚きシーンの1　8=驚きシーンの〆　9=無罪　10=有罪　11=ペナルティ,会話後の暗転1　明転2　暗転して次のシーンへ3　ゲームオーバー4,証言/尋問開始 1 2,証言中=1 尋問中=2,自動ジャンプID-1,ゆさぶるジャンプID-1,つきつける失敗ID-1,つきつける成功ID-1,尋問始まり1と終わり2,条件未達成で飛ばすskipX 解除フラグclearX,突き付け正解証拠品,アイテム表示 名前で表示 endで終了,アイテム入手 ItemX,口パクしない,選択肢　文|ID-1+文|ID-1+文|ID-1,スチル表示\r\n
40,カヨコ,便利屋６８,この事件の情報はいつでも<color:#ff8888>≪法廷記録≫</color>から確認できるよ。<br><t0.5>落ち着いて答えよう。,弁護席横,カヨコ-法廷-真剣こっち見,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
41,ｻｲﾊﾞﾝﾁｮ,,本法廷における、<t0.3>被告人の名前は？,裁判長席,裁判長-真剣,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,陸八魔　アル|41+伊草　ハルカ|47,\r\n
42,アル,便利屋６８,え、<t0.3>えーと、<t0.3>それは……<t0.5>私、<t0.3>ですかね？,弁護席,アル-法廷-考える,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
43,カヨコ,便利屋６８,<se:ツッコミ><effect3>社長！　<t0.3>何言ってるの！　<br><t0.3>社長は弁護人でしょ！,弁護席横,カヨコ-法廷-真剣こっち見,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
44,アル,便利屋６８,も、<t0.3>モチロンよね！　<br><t0.5>あはは、<t0.3>軽いジョーク、<t0.3>ですわ……！,弁護席,アル-法廷-照れ,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
45,,,,裁判長席,裁判長-首振りアニメ,,TRUE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
46,ｻｲﾊﾞﾝﾁｮ,,……どうか、<t0.3>真面目に答えるように。,裁判長席,裁判長-真剣,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
47,ｻｲﾊﾞﾝﾁｮ,,改めて伺います。<t0.5>本法廷における、<t0.3>被告人の名前は？,裁判長席,裁判長-真剣,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,陸八魔　アル|41+伊草　ハルカ|47,\r\n
48,アル,便利屋６８,それはモチロン、<t0.3>ハルカ……<t0.5>伊草　ハルカです。,弁護席,アル-法廷-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
49,,,,裁判長席,裁判長-頷きアニメ,,TRUE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
50,ｻｲﾊﾞﾝﾁｮ,,結構。<t0.5>キンチョーも解けましたかな？,裁判長席,裁判長-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
51,アル,便利屋６８,ええ、<t0.3>そうですね。<t0.5><br>（そうでもないけど）,弁護席,アル-法廷-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
52,,,,木槌1,,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
53,ｻｲﾊﾞﾝﾁｮ,,それでは検察側は冒頭弁論をおねがいします。,裁判長席,裁判長-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
54,アコ,風紀委員会,被告人・<t0.3>伊草　ハルカは事件当時、<t0.3>現場にいました。,検事席,アコ-法廷-バインダー,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
55,アコ,風紀委員会,検察側は、<t0.3>彼女が犯行を行ったことを示す決定的な証拠と、<br><t0.3>それを証明する証人を用意しています。,検事席,アコ-法廷-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
56,アコ,風紀委員会,被告人の有罪はアキラカでしょう。,検事席,アコ-法廷-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
57,ｻｲﾊﾞﾝﾁｮ,,……なるほど。,裁判長席,裁判長-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
58,ｻｲﾊﾞﾝﾁｮ,,では早速始めてもらいましょう。,裁判長席,裁判長-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
59,アコ,風紀委員会,最初の証人として、<t0.3>捜査の指揮をとった、<br><t0.3>尾刃　カンナ公安局長を入廷させていただきます。,検事席,アコ-法廷-通常,,FALSE,0,1,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
60,カンナ,公安局,[飛ばす],証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
61,アコ,風紀委員会,証人。<t0.5>名前と職業をお願いします。,検事席,アコ-法廷-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
62,カンナ,公安局,はっ。<t0.5>本官の名前は尾刃　カンナ。,証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
63,カンナ,公安局,ヴァルキューレ公安局の局長をやらせていただいていますが、<t0.3><br>こうして現場で刑事として働くこともあります。,証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
64,アコ,風紀委員会,局長さん、<t0.3>今回の事件の説明をお願いしたいのですが。,検事席,アコ-法廷-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
65,カンナ,公安局,はっ。<t0.5>では現場の見取り図で説明いたします。,証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
66,カンナ,公安局,事件はD.U.シラトリ区総合会議場で発生しました。,証言台,カンナ-通常,ロジックとトリック,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,地下駐車場見取り図1\r\n
67,カンナ,公安局,午後３時。<t0.5>現場の地下駐車場で、<br><t0.3>多数のバクダンが一斉に爆発しました。,証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
68,カンナ,公安局,爆発したバクダンの残骸は全てヴァルキューレで<br>押収しています。<t0.5>念のため提出させていただきます。,証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,end\r\n
69,ｻｲﾊﾞﾝﾁｮ,,証拠品を受理します。,裁判長席,裁判長-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
70,,,<speed:0><color:#A9CEEC>証拠品≪爆弾の残骸≫を<br>法廷記録にファイルした。</color>,裁判長席,裁判長-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,Item4,TRUE,,\r\n
71,カンナ,公安局,爆発した場所は、<t0.3>見取り図で言うと……<t0.5>この辺です。,証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,地下駐車場見取り図2\r\n
72,ｻｲﾊﾞﾝﾁｮ,,これは……<t0.5><se:衝撃><effect3>ほぼ全域ではないですか！,裁判長席,裁判長-驚き,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
73,カンナ,公安局,おっしゃる通り。<t0.5>爆発の被害は地下の全域に及び、<br><t0.3>地上階にも大きな被害をもたらしました。,証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
74,ｻｲﾊﾞﾝﾁｮ,,ふむう……。<t0.5>なるほど。,裁判長席,裁判長-真剣,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,end\r\n
75,アコ,風紀委員会,あなたが到着した時、<t0.3>被告人はそこにいる……<t0.5><br>便利屋６８の面々と共にいたと聞いています。,検事席,アコ-法廷-バインダー,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
76,アコ,風紀委員会,なぜ被告人を逮捕したのか。<br><t0.5>証言していただきましょう。,検事席,アコ-法廷-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
77,カンナ,公安局,はっ。<t0.5>かしこまりました。,証言台,カンナ-通常,,FALSE,0,1,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
78,,,,証言台,カンナ-通常,無音,FALSE,0,0,1,0,0,0,0,0,0,,,,,FALSE,,\r\n
79,,,<speed:0.05><color:#FF0000><center>～逮捕の理由～,証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
80,カンナ,公安局,</center>我々が通報を受け現場へ到着した頃には、<br><t0.3>現場は凄惨な状況でした。,証言台,カンナ-通常,尋問モデラート,FALSE,0,0,0,1,0,0,0,0,0,,,,,FALSE,,\r\n
81,カンナ,公安局,我々は犯人が近くに潜んでいる可能性を考え、<t0.3><br>検問を敷いて捜査を行いました。,証言台,カンナ-通常,,FALSE,0,0,0,1,0,0,0,0,0,,,,,FALSE,,\r\n
82,カンナ,公安局,特に便利屋６８の皆さんは重要参考人として、<t0.3><br>一時身柄を拘束させていただきましたが……。,証言台,カンナ-通常,,FALSE,0,0,0,1,0,0,0,0,0,,,,,FALSE,,\r\n
83,カンナ,公安局,現場から決定的な証拠が発見されたため、<br><t0.3>伊草　ハルカ氏を逮捕するに至りました。,証言台,カンナ-通常,,FALSE,0,1,0,1,0,0,0,0,0,,,,,FALSE,,\r\n
84,ｻｲﾊﾞﾝﾁｮ,,ふむう……。<br><t0.5>決定的な証拠ですか。,裁判長席,裁判長-通常,無音,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
85,カンナ,公安局,ええ。<t0.5>それが、<t0.3>これです。,証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,爆弾,,FALSE,,\r\n
86,ｻｲﾊﾞﾝﾁｮ,,これは……<t0.5><se:衝撃><effect2>ば、<t0.3><effect2>バクダンじゃないですか！,裁判長席,裁判長-驚き,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
87,カンナ,公安局,はい。<t0.3>現場に残されていたものを確保いたしました。<t0.5><br>ご安心ください。<t0.3>起爆しないよう処理を施してあります。,証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
88,ｻｲﾊﾞﾝﾁｮ,,それで、<t0.3>これのどこが決定的なのでしょうか？,裁判長席,裁判長-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
89,カンナ,公安局,このバクダンには、<t0.3><br>被告人・<t0.3><effect1><se:疑問><color:#FF8888>伊草　ハルカ氏</color>の<color:#FF8888>指紋</color>が付着していました。,証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
90,アル,便利屋６８,な、<t0.3><effect2><se:衝撃>何ですって！？,弁護席,アル-法廷-驚き,,FALSE,0,0,0,0,0,0,0,0,0,,,,,TRUE,,\r\n
91,ｻｲﾊﾞﾝﾁｮ,,<se:衝撃><effect2>つまり、<t0.3>被告人が仕掛けたバクダンということですか！,裁判長席,裁判長-真剣,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
92,カンナ,公安局,そう考えて間違いないでしょう。,証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,end,,FALSE,,\r\n
93,,,<speed:0><color:#A9CEEC>証拠品≪爆弾≫を<br>法廷記録にファイルした。</color>,証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,Item5,TRUE,,\r\n
94,,,,法廷全景,,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
95,アル,便利屋６８,<se:ツッコミ><effect3>（ハルカ……<t0.5>なんで何も言ってくれなかったのよ……！　<br><t0.5>これじゃあ……）,弁護席,アル-法廷-汗,サスペンス,FALSE,0,0,0,0,0,0,0,0,0,,,,,TRUE,,\r\n
96,アコ,風紀委員会,<se:疑問><effect1>これじゃあ、<t0.3>彼女がやったとしか思えない……<br><t0.5>弁護人もそう言いたいようですね。,検事席,アコ-法廷-不敵,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
97,アル,便利屋６８,<se:ツッコミ><effect3>ぎゃあっ！,弁護席,アル-法廷-驚き,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
98,カヨコ,便利屋６８,社長……<t0.5>ハルカを信じるんじゃなかったの？,弁護席横,カヨコ-法廷-真剣こっち見,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
99,アル,便利屋６８,でも……<t0.5><effect3>でもこんな明らかな証拠があって、<br><t0.3>どうすりゃいいのよ……！？,弁護席横,カヨコ-法廷-真剣こっち見,,FALSE,0,0,0,0,0,0,0,0,0,,,,,TRUE,,\r\n
100,アコ,風紀委員会,ふふふふ……。,検事席,アコ-法廷-不敵,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
101,ｻｲﾊﾞﾝﾁｮ,,……どうやら、<t0.3>これ以上の審理は必要ないようですね。,裁判長席,裁判長-真剣,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
102,ｻｲﾊﾞﾝﾁｮ,,それでは被告人に判決を……,裁判長席,裁判長-通常,,FALSE,4,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
103,カヨコ,便利屋６８,<se:衝撃><effect2>裁判長！　<br><t0.3>弁護人には<color:#FF8888>≪尋問≫</color>のケンリがあります！,弁護席横,カヨコ-法廷-真剣,無音,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
104,アル,便利屋６８,<speed:0.12>じんもん……？,弁護席横,カヨコ-法廷-真剣,,FALSE,0,0,0,0,0,0,0,0,0,,,,,TRUE,,\r\n
105,アコ,風紀委員会,ふふふっ……<t0.5>カヨコさん。<br><t0.5>悪あがきも過ぎれば惨めですよ？,検事席,アコ-法廷-不敵,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
106,カヨコ,便利屋６８,<se:ツッコミ><effect2>惨めかどうかは、<t0.3>やってみなきゃわからない！,弁護席横,カヨコ-法廷-真剣,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
107,ｻｲﾊﾞﾝﾁｮ,,ふむう……。,裁判長席,裁判長-真剣,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
108,,,,裁判長席,裁判長-頷きアニメ,,TRUE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
109,ｻｲﾊﾞﾝﾁｮ,,分かりました。<br><t0.5>では弁護人は尋問を行ってください。,裁判長席,裁判長-真剣,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
110,アル,便利屋６８,尋問……<t0.3>って、<t0.3>何をするの？,弁護席横,カヨコ-法廷-真剣,,FALSE,0,0,0,0,0,0,0,0,0,,,,,TRUE,,\r\n
111,カヨコ,便利屋６８,今の証言のウソを暴くの。,弁護席横,カヨコ-法廷-真剣こっち見,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
112,アル,便利屋６８,ウソ……？　<t0.5>でも今の証言にウソなんて……。,弁護席横,カヨコ-法廷-真剣こっち見,,FALSE,0,0,0,0,0,0,0,0,0,,,,,TRUE,,\r\n
113,カヨコ,便利屋６８,故意にやっていればウソ。<t0.5>そうでなければカン違い。,弁護席横,カヨコ-法廷-真剣こっち見,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
114,カヨコ,便利屋６８,一見完璧に見える証言でも、<br><t0.3>ゆさぶっていけば証拠品とムジュンする情報が出てくるはず。,弁護席横,カヨコ-法廷-真剣こっち見,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
115,カヨコ,便利屋６８,<se:疑問><effect1>それが真実でないなら……<t0.3>ね。,弁護席横,カヨコ-法廷-真剣こっち見,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
116,カヨコ,便利屋６８,今の私たちが出来ることは、<br><t0.3>そこを突いて真実をあぶり出すこと。,弁護席横,カヨコ-法廷-真剣こっち見,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
117,カヨコ,便利屋６８,<color:#FF8888>Space</color>でゆさぶる。<t0.5>そして、<t0.3>ムジュンする証言を見つけたら、<br><t0.3>右下から<color:#FF8888>≪法廷記録≫</color>を開いて、,弁護席横,カヨコ-法廷-笑みこっち見,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
118,カヨコ,便利屋６８,証拠品を選んで<color:#FF8888>Enter</color>でつきつける。<br><t0.5>社長ならできるよ。,弁護席横,カヨコ-法廷-笑みこっち見,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
119,アル,便利屋６８,ゆさぶって、<t0.3>ムジュンにつきつける……<t0.3>ね。<br><t0.5>やってみるわ。,弁護席横,カヨコ-法廷-笑みこっち見,,FALSE,0,0,0,0,0,0,0,0,0,,,,,TRUE,,\r\n
120,カヨコ,便利屋６８,それに、<t0.3>まだ法廷は始まったばかり。,弁護席横,カヨコ-法廷-真剣,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
121,カヨコ,便利屋６８,ムジュンがなくても、<t0.3>ゆさぶって情報を集める必要がある。<br><t0.5>それがいつか武器になるから。,弁護席横,カヨコ-法廷-真剣,,FALSE,0,0,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
122,アル,便利屋６８,カヨコ課長……<t0.5>立ち位置変わらない？,弁護席横,カヨコ-法廷-真剣,,FALSE,0,0,0,0,0,0,0,0,0,,,,,TRUE,,\r\n
123,カヨコ,便利屋６８,<se:残念>ゼッタイやだ。,弁護席横,カヨコ-法廷-呆れこっち見,,FALSE,0,1,0,0,0,0,0,0,0,,,,,FALSE,,\r\n
124,,,,証言台,カンナ-通常,無音,FALSE,0,0,2,0,0,0,0,0,0,,,,,FALSE,,\r\n
125,,,<speed:0.05><color:#FF0000><center>～逮捕の理由～,証言台,カンナ-通常,,FALSE,0,0,0,0,0,0,0,0,0,,,,,TRUE,,\r\n
